ItemTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ParentItem,ParentTable,SecondTable,ReqLevel,Skill,CraftTime,Weight,RepairType,MaxUses,NoDefault,ParentRecipe,TagRecipe,Ingredients,StaticIngredients,Products,Fuel,Yield,PluralName,Description,BlockChunks,RequireModule,FriendlyName,Category,Tags,CraftExperience,Labor,BackingCurrency,EcopediaCategory,EcopediaPage,,,,,,,,,,,,,,,,
ModernHoe,HoeItem,1500,AssemblyLine,,,"Fiberglass,10;SteelBar,15",,2,AdvancedSmelting,0.5,1000,20,Farming,ToolEfficiencyTalent,,,,,Modern,0.1,0.1,4,,250,,,Items,Tools,"0,1;0,2",,,,,,,,,,,,,,,,
ModernMachete,MacheteItem,2000,AssemblyLine,,,"Fiberglass,10;SteelBar,15",,2,AdvancedSmelting,0.5,1000,10,Gathering,GatheringToolEfficiencyTalent,,,,A machete used to quickly clear plants. Has a large AoE with each swing.,Modern,0.1,0.1,4,Gathering,250,,,Items,Tools,"-2,0;-1,0;-1,1;0,1;1,0;1,1;2,0",,,,,,,,,,,,,,,,
ModernPickaxe,PickaxeItem,2000,AssemblyLine,,,"Fiberglass,10;SteelBar,15",,2,AdvancedSmelting,0.5,1000,20,Mining,MiningToolEfficiencyTalent,1.5,,,,Modern,0.1,0.1,4,Mining,250,,,Items,Tools,,,,,,,,,,,,,,,,,
ModernRockDrill,DrillItem,1000,AssemblyLine,,,"SteelBar,2;SteelGear,2","CombustionEngine,1",2,AdvancedSmelting,0.5,1000,15,Mining,MiningToolEfficiencyTalent,,,,,Steel,1,,4,Mining,250,3,30,Items,Tools,,,,,,,,,,,,,,,,,
ModernScythe,ScytheItem,2000,AssemblyLine,,,"Fiberglass,10;SteelBar,15",,2,AdvancedSmelting,0.5,1000,20,Gathering,GatheringToolEfficiencyTalent,,,,A modern scythe used to harvest crops or cut grass. Has a large AoE with each swing.,Modern,0.1,0.1,4,Gathering,250,,,Items,Tools,"-2,0;-1,0;-1,1;0,1;1,0;1,1;2,0",,,,,,,,,,,,,,,,
ModernShovel,ShovelItem,2000,AssemblyLine,,,"Fiberglass,10;SteelBar,15",,2,AdvancedSmelting,0.5,1000,20,SelfImprovement,ToolEfficiencyTalent,,,,,Modern,0.1,,4,,250,,,Items,Tools,,,,,,,,,,,,,,,,,
RecurveBow,BowItem,1000,Anvil,,"Lumber,5","IronBar,10;CelluloseFiber,10",,2,Smelting,0.5,1500,20,Hunting,ToolEfficiencyTalent,1.2,Hunting,HuntingPowerShotTalent,A recurve bow that shoots faster and more powerful than a traditional wooden bow. Requires arrows to fire.,Iron,1,1,3,,250,,,Items,Tools,,,,,,,,,,,,,,,,,
SteelAxe,AxeItem,1250,Anvil,,"Lumber,5","SteelBar,10",,1,AdvancedSmelting,0.5,1000,20,Logging,LoggingToolEfficiencyTalent,2,Logging,,,Steel,0.1,0.1,3,Logging,250,,,Items,Tools,,,,,,,,,,,,,,,,,
SteelHammer,HammerItem,1250,Anvil,,"Lumber,5","SteelBar,10",,1,AdvancedSmelting,0.5,1000,6,SelfImprovement,ToolEfficiencyTalent,,,,,Steel,0.1,,3,,250,,,Items,Tools,,,,,,,,,,,,,,,,,
SteelHoe,HoeItem,750,Anvil,,"Lumber,5","SteelBar,10",,1,AdvancedSmelting,0.5,1000,20,Farming,ToolEfficiencyTalent,,,,,Steel,0.1,0.1,3,,250,,,Items,Tools,"0,1",,,,,,,,,,,,,,,,
SteelMachete,MacheteItem,1000,Anvil,,"Lumber,5","SteelBar,10",,1,AdvancedSmelting,0.5,1000,15,Gathering,GatheringToolEfficiencyTalent,,,,A machete used to quickly clear plants.,Steel,0.1,0.1,3,Gathering,250,,,Items,Tools,"-1,0;0,1;1,0",,,,,,,,,,,,,,,,
SteelPickaxe,PickaxeItem,1000,Anvil,,"Lumber,5","SteelBar,10",,1,AdvancedSmelting,0.5,1000,20,Mining,MiningToolEfficiencyTalent,1.2,,,,Steel,0.1,0.1,3,Mining,250,,,Items,Tools,,,,,,,,,,,,,,,,,
SteelRoadTool,RoadToolItem,1000,WainwrightTable,,"Lumber,10","SteelBar,10",,3,BasicEngineering,0.5,1000,15,BasicEngineering,ToolEfficiencyTalent,,,,A tool for tamping dirt into roads.,SteelRoadTool,0.1,0.1,3,,25,,,Items,Tools,,,,,,,,,,,,,,,,,
SteelShovel,ShovelItem,1000,Anvil,,"Lumber,5","SteelBar,10",,1,AdvancedSmelting,0.5,1000,20,SelfImprovement,ToolEfficiencyTalent,,,,,Steel,0.1,,3,,250,,,Items,Tools,,,,,,,,,,,,,,,,,
SteelSickle,SickleItem,1000,Anvil,,"Lumber,5","SteelBar,10",,1,AdvancedSmelting,0.5,1000,20,Gathering,GatheringToolEfficiencyTalent,,,,A steel sickle used to harvest crops or cut grass. Has an AoE with each swing.,Steel,0.1,0.1,3,Gathering,250,,,Items,Tools,"-1,0;0,1;1,0",,,,,,,,,,,,,,,,
StoneAxe,AxeItem,250,ToolBench,,"Wood,4;Rock,10",,,0,,0.5,1000,20,Logging,LoggingToolEfficiencyTalent,1,Logging,,,Stone,0,0.1,1,Logging,10,,,Items,Tools,,,,,,,,,,,,,,,,,
StoneHammer,HammerItem,250,ToolBench,,"Wood,4;Rock,10",,,0,,0.5,1000,10,SelfImprovement,ToolEfficiencyTalent,,,,,Stone,0,,1,,10,,,Items,Tools,,,,,,,,,,,,,,,,,
StoneMachete,MacheteItem,100,ToolBench,,"Wood,4;Rock,10",,,0,,0.5,1000,20,Gathering,GatheringToolEfficiencyTalent,,,,A machete used to quickly clear plants.,Stone,0,0.1,1,Gathering,10,,,Items,Tools,,,,,,,,,,,,,,,,,
StonePickaxe,PickaxeItem,100,ToolBench,,"Wood,4;Rock,10",,,0,,0.5,1000,20,Mining,MiningToolEfficiencyTalent,1,,,,Stone,0,0.1,1,Mining,10,,,Items,Tools,,,,,,,,,,,,,,,,,
StoneRoadTool,RoadToolItem,100,ToolBench,,"Wood,4;Rock,10",,,1,BasicEngineering,0.5,1000,20,BasicEngineering,ToolEfficiencyTalent,,,,A tool for tamping dirt into roads.,StoneRoadTool,0.1,0.1,1,,10,,,Items,Tools,,,,,,,,,,,,,,,,,
StoneSickle,SickleItem,100,ToolBench,,"Wood,4;Rock,10",,,0,,0.5,1000,20,Gathering,GatheringToolEfficiencyTalent,,,,A stone sickle used to harvest crops or cut grass.,Stone,0,0.1,1,Gathering,10,,,Items,Tools,,,,,,,,,,,,,,,,,
WoodenBow,BowItem,100,ToolBench,,"Wood,16","PlantFibers,30",,0,,0.5,1000,20,Hunting,ToolEfficiencyTalent,1,Hunting,HuntingPowerShotTalent,A primitive ranged weapon for hunting. Requires arrows to fire.,Wood,0,1,1,,10,,,Items,Tools,,,,,,,,,,,,,,,,,
WoodenHoe,HoeItem,75,ToolBench,,"Wood,10",,,0,,0.5,1000,20,Farming,ToolEfficiencyTalent,,,,,Wood,0,0.1,1,,10,,,Items,Tools,,,,,,,,,,,,,,,,,
WoodenShovel,ShovelItem,100,ToolBench,,"Wood,10",,,0,,0.5,1000,20,SelfImprovement,ToolEfficiencyTalent,,,,,Wood,0,,1,,10,,,Items,Tools,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepairTypeTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepairType,Wood,Stone,StoneRoadTool,SteelRoadTool,Iron,Steel,Modern,Gasoline,Cloth,Nylon,Mechanical,Electronical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepairCost,5,5,5,8,4,8,15,5,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepairItem,,,,SteelBar,IronBar,SteelBar,SteelBar,Gasoline,,NylonThread,IronPlate,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepairSkill,,,BasicEngineering,BasicEngineering,Smelting,AdvancedSmelting,AdvancedSmelting,AdvancedSmelting,Tailoring,Tailoring,Mechanics,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepairSkillLevel,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepairTag,Wood,Rock,Rock,,,,,,Fabric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldObjectTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Variations,ParentObject,FriendlyName,PluralName,PersistentData,ParentTable,Skill,ReqSkillLevel,ParentRecipe,TagRecipe,TagStaticRecipe,Ingredients,StaticIngredients,CraftTime,CraftExperience,RoomTier,RoomSize,PowerModule,FuelType,Description,IsCrafting,Storage,Category,OutputPipe,ChimneyOutput,CustomText,OnOff,HousingCategory,HousingType,HousingValue,HousingDiminshingReturn,RequireModule,SurfaceMounted,PlayerMountSpots,Tier,LiquidCrafter,LiquidConsumer,Labor,EcopediaCategory,EcopediaPage,TableTexture,Hidden,SmogPolluter,AllowPluginModuleTags,AllowPluginModuleItems
AdornedAshlarBasaltBench,"Basalt,Gneiss,Granite,Limestone,Sandstone,Shale",,,,,AdvancedMasonryTable,AdvancedMasonry,7,AdornedAshlarStoneBench,,,"AshlarBasalt,20;GoldBar,6",,8,3,,,None,,A fancy ashlar stone bench that has been adorned with gold.,,None,,,,,,Seating,Chair,3,0.5,,Down,1,,,,240,Housing Objects,Seating,Stone,,,,
AdornedAshlarBasaltChair,"Basalt,Gneiss,Granite,Limestone,Sandstone,Shale",,,,,AdvancedMasonryTable,AdvancedMasonry,5,AdornedAshlarStoneChair,,,"AshlarBasalt,10;GoldBar,4",,6,2,,,None,,A fancy ashlar stone chair that has been adorned with gold. A throne fit for a king.,,None,,,,,,Seating,Chair,2,0.7,,Down,1,,,,240,Housing Objects,Seating,Stone,,,,
AdornedAshlarBasaltTable,"Basalt,Gneiss,Granite,Limestone,Sandstone,Shale",,,,,AdvancedMasonryTable,AdvancedMasonry,6,AdornedAshlarStoneTable,,,"AshlarBasalt,24;GoldBar,8",,8,3,,,None,,A fancy ashlar stone table that has been adorned with gold.,,None,,,,,,Seating,Table,3.5,0.6,,Down,,,,,240,Housing Objects,Seating,Stone,,,,
AdornedAshlarStoneBench,,,,,,AdvancedMasonryTable,AdvancedMasonry,7,,"AshlarStone,20",,"GoldBar,6",,8,3,,,None,,A fancy ashlar stone bench that has been adorned with gold.,,None,,,,,,Seating,Chair,3,0.5,,Down,1,,,,240,Housing Objects,Seating,Stone,,,,
AdornedAshlarStoneChair,,,,,,AdvancedMasonryTable,AdvancedMasonry,5,,"AshlarStone,10",,"GoldBar,4",,6,2,,,None,,A fancy ashlar stone chair that has been adorned with gold. A throne fit for a king.,,None,,,,,,Seating,Chair,2,0.7,,Down,1,,,,240,Housing Objects,Seating,Stone,,,,
AdornedAshlarStoneTable,,,,,,AdvancedMasonryTable,AdvancedMasonry,6,,"AshlarStone,24",,"GoldBar,8",,8,3,,,None,,A fancy ashlar stone table that has been adorned with gold.,,None,,,,,,Seating,Table,3.5,0.6,,Down,,,,,240,Housing Objects,Seating,Stone,,,,
AdvancedCarpentryTable,,,,,x,ElectricMachinistTable,Industry,1,,"Lumber,10",,"SteelPlate,6;SteelSawBlade,6",,15,10,2.8,Medium,ElectricCon2,,A modern carpentry table with an electric motor and heavy duty steel sawblades.,x,Linked,Crafting,,,,,Industrial,,,,,Down,,,,,600,Work Stations,Craft Tables,Wood,,,ModernUpgrade,CompositesUpgrade
AdvancedMasonryTable,,,,,x,ElectricMachinistTable,Industry,1,,,,"SteelPlate,10;SteelSawBlade,10",,15,10,2.3,Medium,ElectricCon2,,A workbench for the advanced shaping of rocks into beautiful stone.,x,Linked,Crafting,,,,,Industrial,,,,,Down,,,,,600,Work Stations,Craft Tables,Metal,,,ModernUpgrade,AdvancedMasonryUpgrade
AdvancedTailoringTable,,,,,x,ElectricMachinistTable,Industry,1,,,,"SteelPlate,20;BasicCircuit,10",,15,5,2.8,Medium,None,,An advanced tailoring table.,x,Linked,Crafting,,,,,Industrial,,,,,Down,,,,,600,Work Stations,Craft Tables,Wood,,,ModernUpgrade,TailoringModernUpgrade
Amendments,,,,,x,Capitol,,,,"HewnLog,30;MortaredStone,30",,,,5,5,1,Medium,None,,Changes to the constitution are made here.,,None,Civics,,,,,,,,,,Down,,,,,1200,Work Stations,Government,Wood,,,,
Anvil,,,,,x,Bloomery,Smelting,1,,"HewnLog,10",,"IronBar,12",,8,10,0.8,Small,None,,A solid shaped piece of metal used to hammer ingots into tools and other useful things.,x,Linked,Crafting,,,,,Industrial,,,,,Down,,,,,180,Work Stations,Craft Tables,Metal,,,AdvancedUpgrade,SmeltingUpgrade;AdvancedSmeltingUpgrade
Arrastra,,,,,x,Workbench,BasicEngineering,1,,"Wood,5;Rock,30;WoodBoard,10",,,,5,5,,,BasicMechanical,,A primitive rock mill of dragged boulders.,x,Linked,Crafting,,,,,Industrial,,,,,Down,,,,,300,Work Stations,Craft Tables,Stone,,,BasicUpgrade,MiningBasicUpgrade
AshlarBasaltBench,"Basalt,Gneiss,Granite,Limestone,Sandstone,Shale",,,,,AdvancedMasonryTable,AdvancedMasonry,4,AshlarStoneBench,,,"AshlarBasalt,12",,6,3,,,None,,An ashlar stone bench. Great for display though maybe not as comfy as a padded couch.,,None,,,,,,Seating,Chair,2.5,0.5,,Down,1,,,,180,Housing Objects,Seating,Stone,,,,
AshlarBasaltChair,"Basalt,Gneiss,Granite,Limestone,Sandstone,Shale",,,,,AdvancedMasonryTable,AdvancedMasonry,1,AshlarStoneChair,,,"AshlarBasalt,6",,4,2,,,None,,An ashlar stone chair. Great for display though maybe not as comfy as a padded chair.,,None,,,,,,Seating,Chair,1.7,0.7,,Down,1,,,,180,Housing Objects,Seating,Stone,,,,
AshlarBasaltDoor,"Basalt,Gneiss,Granite,Limestone,Sandstone,Shale",DoorObject,,,,AdvancedMasonryTable,AdvancedMasonry,1,AshlarStoneDoor,,,,"AshlarBasalt,2",3,1.5,,,None,,A heavy ashlar stone door.,,None,,,,,,,,,,,Down,,4,,,180,Housing Objects,Doors,Stone,,,,
AshlarBasaltFireplace,"Basalt,Gneiss,Granite,Limestone,Sandstone,Shale",,,,,AdvancedMasonryTable,AdvancedMasonry,6,AshlarStoneFireplace,,,"AshlarBasalt,24",,10,3,,,PrimitiveLight,Heat,A fancy ashlar stone fireplace. Nothing beats sitting around the fire on a cold day.,,Linked,,,,,,Living Room,Fireplace,3,0.1,,Down,,,,,180,Housing Objects,Living Room,Stone,,,,
AshlarBasaltTable,"Basalt,Gneiss,Granite,Limestone,Sandstone,Shale",,,,,AdvancedMasonryTable,AdvancedMasonry,2,AshlarStoneTable,,,"AshlarBasalt,16",,6,3,,,None,,A large stone table crafted by an expert mason.,,None,,,,,,Seating,Table,3,0.6,,Down,,,,,180,Housing Objects,Seating,Stone,,,,
AshlarLargeBasaltFountain,"Basalt,Gneiss,Granite,Limestone,Sandstone,Shale",,,,,AdvancedMasonryTable,AdvancedMasonry,2,AshlarLargeStoneFountain,,,"AshlarBasalt,20",,4,2,,,None,,A beautiful ashlar stone fountain with flowing water that makes a great centerpiece.,,None,,,,,,Decoration,Fountain,3,0.1,,Down,,,,,180,Housing Objects,Decoration,Stone,,,,
AshlarLargeStoneFountain,,,,,,AdvancedMasonryTable,AdvancedMasonry,4,,"AshlarStone,20",,,,4,2,,,None,,A beautiful ashlar stone fountain with flowing water that makes a great centerpiece.,,None,,,,,,Decoration,Fountain,3,0.1,,Down,,,,,180,Housing Objects,Decoration,Stone,,,,
AshlarSmallBasaltFountain,"Basalt,Gneiss,Granite,Limestone,Sandstone,Shale",,,,,AdvancedMasonryTable,AdvancedMasonry,2,AshlarSmallStoneFountain,,,"AshlarBasalt,10",,4,2,,,None,,A beautiful ashlar stone fountain with flowing water that makes a great centerpiece. Small enough to fit indoors.,,None,,,,,,Decoration,Fountain,1.5,0.1,,Down,,,,,180,Housing Objects,Decoration,Stone,,,,
AshlarSmallStoneFountain,,,,,,AdvancedMasonryTable,AdvancedMasonry,4,,"AshlarStone,10",,,,4,2,,,None,,A beautiful ashlar stone fountain with flowing water that makes a great centerpiece. Small enough to fit indoors.,,None,,,,,,Decoration,Fountain,1.5,0.1,,Down,,,,,180,Housing Objects,Decoration,Stone,,,,
AshlarStoneBench,,,,,,AdvancedMasonryTable,AdvancedMasonry,4,,"AshlarStone,12",,,,6,3,,,None,,An ashlar stone bench. Great for display though maybe not as comfy as a padded couch.,,None,,,,,,Seating,Chair,2.5,0.5,,Down,1,,,,180,Housing Objects,Seating,Stone,,,,
AshlarStoneChair,,,,,,AdvancedMasonryTable,AdvancedMasonry,1,,"AshlarStone,6",,,,4,2,,,None,,An ashlar stone chair. Great for display though maybe not as comfy as a padded chair.,,None,,,,,,Seating,Chair,1.7,0.7,,Down,1,,,,180,Housing Objects,Seating,Stone,,,,
AshlarStoneDoor,,DoorObject,,,,AdvancedMasonryTable,AdvancedMasonry,1,,,"AshlarStone,2",,,3,1.5,,,None,,A heavy ashlar stone door.,,None,,,,,,,,,,,Down,,4,,,180,Housing Objects,Doors,Stone,,,,
AshlarStoneFireplace,,,,,,AdvancedMasonryTable,AdvancedMasonry,6,,"AshlarStone,24",,,,10,3,,,PrimitiveLight,Heat,A fancy ashlar stone fireplace. Nothing beats sitting around the fire on a cold day.,,Linked,,,,,,Living Room,Fireplace,3,0.1,,Down,,,,,180,Housing Objects,Living Room,Stone,,,,
AshlarStoneTable,,,,,,AdvancedMasonryTable,AdvancedMasonry,2,,"AshlarStone,16",,,,6,3,,,None,,A large stone table crafted by an expert mason.,,None,,,,,,Seating,Table,3,0.6,,Down,,,,,180,Housing Objects,Seating,Stone,,,,
AssemblyLine,,,,,x,MachinistTable,Mechanics,1,,,,"Screws,8;IronBar,8;IronGear,8","PortableSteamEngine,1",40,40,1.8,Medium,None,,The assembly line allows for mass production of mechanical products.,x,Linked,Crafting,,,,,Industrial,,,,,Down,,,,,240,Work Stations,Craft Tables,Metal,,,AdvancedUpgrade,MechanicsAdvancedUpgrade;AdvancedSmeltingUpgrade;SmeltingUpgrade;IndustryUpgrade
AutomaticLoom,,,,,x,ElectricMachinistTable,Industry,1,,,,"SteelPlate,20;BasicCircuit,10",,15,10,2.8,Medium,ElectricCon2,,An automated device for making fabric by weaving yarn or thread.,x,Linked,Crafting,,,,,Industrial,,,,,Down,,,,,600,Work Stations,Craft Tables,Metal,,,ModernUpgrade,TailoringModernUpgrade
BakeryOven,,,,,x,Kiln,Pottery,1,,,,"Brick,20;IronBar,10",,8,5,1.8,Medium,Fireplace,Heat,A solidly built brick oven useful for baking all manner of treats.,x,Linked,Cooking,,,,,Kitchen,Cooking,3,0.3,,Down,,,,,180,Housing Objects,Kitchen,Brick,,,AdvancedUpgrade,BakingUpgrade;AdvancedBakingUpgrade;MasonryAdvancedUpgrade
BallotBox,,,,,x,Capitol,,,,"HewnLog,30;MortaredStone,30",,,,5,5,,,None,,A tamper proof box where votes are cast. Citizens can run for elected office here.,,None,Civics,,,,,,,,,,Down,,,,,1200,Work Stations,Government,Wood,,,,
Bank,,,,,x,Anvil,Smelting,4,,"Lumber,16",,"GoldBar,12;IronBar,16;Brick,16",,15,30,1.5,Medium,None,,Allows players to create and use bank accounts.,,None,Economy,,,,,,,,,,Down,,,,,1500,Work Stations,Economic,Metal,,,,
Bathtub,,,,,,Kiln,Pottery,7,,,,"Clay,40;IronBar,20",,6,2,,,None,,A porcelain bathtub for when you need to get clean or just relax.,,None,,,,,,Bathroom,Sink,3,0.5,,Down,,,,,240,Housing Objects,Bathroom,Wood,,,,
BisonMount,,,,,,ButcheryTable,Hunting,4,,"HewnLog,10;Fabric,20",,,"BisonCarcass,1",10,4,,,None,,"A fluffy, but very dead, bison head on a mount.",,None,,,,,,Living Room,Mount,3.5,0.2,,Backward,,,,,300,Housing Objects,Living Room,,,,,
Blackboard,,,,,,,,,,,,,,,,,,None,,,,None,,,,,,,,,,,Down,,,,,,,,Wood,x,,,
BlastFurnace,,,,,x,AssemblyLine,Mechanics,5,,,,"Screws,12;Brick,8;IronPlate,12;IronPipe,8",,25,20,,,Furnace,Heat,A superior replacement for the bloomery that can produce steel.,x,Linked,Crafting,BlastFurnace,X,,,Industrial,,,,,Down,,,BlastFurnace,,600,Work Stations,Craft Tables,Metal,,x,AdvancedUpgrade,AdvancedSmeltingUpgrade;SmeltingUpgrade
Bloomery,,,,,x,Kiln,Masonry,1,,"CrushedRock,20;WoodBoard,25",,"Sand,10",,4,20,,,Fireplace,Heat,A chimney-shaped furnace for smelting ores.,x,Linked,Crafting,,,,,Industrial,,,,,Down,,,,,120,Work Stations,Craft Tables,Brick,,,AdvancedUpgrade,SmeltingUpgrade
BoardOfElections,,,,,x,Capitol,,,,"HewnLog,30;MortaredStone,30",,,,5,5,1,Medium,None,,A building for deciding voting procedures.,,None,Civics,,,,,,,,,,Down,,,,,1200,Work Stations,Government,Wood,,,,
Bookshelf,,,,,,Sawmill,Carpentry,4,,"Lumber,14;WoodBoard,16",,"Paper,50",,2,10,,,None,,A place to store knowledge and information; leads to the town hall.,,Small,,,,,,Living Room,Shelves,2,0.5,,Down,,,,,120,Housing Objects,Living Room,Wood,,,,
Brazier,,,,,,Anvil,Smelting,2,,,,"IronBar,4;Tallow,2",,4,3,,,PrimitiveLight,Heat,A metal stand which can hold burning fuel to provide light.,,Linked,,,,,Yes,Lighting,Lights,1.2,0.7,,Down,,,,,120,Housing Objects,Lighting,Metal,,,,
BrickFireplace,,,,,,Kiln,Pottery,4,,,,"Brick,50;IronBar,20",,10,3,,,PrimitiveLight,Heat,A rustic brick fireplace. Nothing beats sitting around the fire on a cold day.,,Linked,,,,,,Living Room,Fireplace,2,0.1,,Down,,,,,300,Housing Objects,Living Room,Brick,,,,
ButcheryTable,,,,,x,CarpentryTable,Carpentry,1,,"HewnLog,10;WoodBoard,20",,,,2,3,0.8,Small,None,,A block and cleaver to process raw meat into fancier dishes.,x,Linked,Cooking,,,,,Kitchen,Food Preparation,2,0.5,,Down,,,,,300,Housing Objects,Kitchen,Wood,,,BasicUpgrade,ButcheryUpgrade
Campfire,,,,,x,Campsite;Workbench,,,,"Wood,3;Rock,12",,,,0.5,5,,,Fireplace,Heat,Cook like a caveman on an uneven fire.,x,Linked,Cooking,,,,,,,,,,Down,,,,,20,Work Stations,Craft Tables,Stone,,,BasicUpgrade,CampfireCookingUpgrade
Campsite,,,,,x,TailoringTable,Tailoring,0,,"Wood,20;Fabric,24",,,,2,1,,,None,,A campsite.,x,Linked,Misc,,,,,,,,,,Down,,,,,15,Work Stations,Craft Tables,Canvas,,,,
CandleStand,,,,,,Anvil,Smelting,3,,,,"IronBar,3","TallowCandle,3",4,3,,,CandleLight,Light,A fancy candelabra for providing small amounts of light.,,None,,,,,Yes,Lighting,Lights,1.4,0.7,,Down,,,,,60,Housing Objects,Lighting,,,,,
CanningAssembly,,,,,,,,,,,,,,,,,,None,,,,None,,,,,,,,,,,Down,,,,,,,,Metal,x,,,
Capitol,,,,,x,CarpentryTable,,,,"HewnLog,30",,,,5,5,1,Medium,None,,Forms the foundation of a government. The constitution is created here.,x,Linked,Civics,,,,No,,,,,,Down,,,,,1200,Work Stations,Government,Wood,,,,
CarpentryTable,,,,,x,Workbench,,,,"Wood,20;Rock,20",,,,1,10,0.2,Small,None,,A table for basic wooden crafts for home improvement and progress.,x,Linked,Crafting,,,,,Industrial,,,,,Down,,,,,100,Work Stations,Craft Tables,Wood,,,BasicUpgrade,CarpentryBasicUpgrade;LoggingBasicUpgrade;BasicEngineeringUpgrade;PaperMillingUpgrade
CarvedPumpkin,,,,,,FarmersTable,Farming,1,,,,,"TallowCandle,1;Pumpkin,1",3,1,,,CandleLight,Light,Spooky pumpkin that emits a mystical light.,,None,,,,,Yes,Decoration,Decoration,1,0.4,,Down,,,,,30,Housing Objects,Decoration,,,,,
CastIronBed,,,,,,TailoringTable,Tailoring,6,,,,"CottonFabric,40;IronBar,16",,6,10,,,None,,A solid bed made slightly more comfortable by adding cotton.,,None,,,,,,Bedroom,Bed,4,0.3,,Down,1,,,,180,Housing Objects,Bedroom,Metal,,,,
CastIronBench,,,,,,,,,,,,,,,,,,None,,Does not look very comfortable.,,None,,,,,,,,,,,Down,,,,,,,,Metal,x,,,
CastIronChair,,,,,,,,,,,,,,,,,,None,,It is very stable.,,None,,,,,,,,,,,Down,,,,,,,,Metal,x,,,
CastIronRoyalBed,,,,,,TailoringTable,Tailoring,7,,,,"CottonFabric,80;IronBar,24;GoldBar,6",,8,20,,,None,,A luxurious bed made from the finest cotton strands with added gold filling for the royal experience.,,None,,,,,,Bedroom,Bed,4.5,0.2,,Down,1,,,,300,Housing Objects,Bedroom,Metal,,,,
CastIronStove,,,,,x,Anvil,Smelting,2,,"Lumber,8",,"IronBar,8",,6,15,1.8,Medium,Fireplace,Heat,The perfect stove for the fledgling chef.,x,Linked,Cooking,,,,,Kitchen,Cooking,2,0.3,,Down,,,,,300,Housing Objects,Kitchen,Metal,,,AdvancedUpgrade,CookingUpgrade
CastIronTable,,,,,,,,,,,,,,,,,,None,,A decorative table made from cast iron.,,None,,,,,,,,,,,Down,,,,,,,,Metal,x,,,
CeilingCandle,,,,,,Anvil,Smelting,3,,,,"IronBar,3","TallowCandle,2",4,3,,,CandleLight,Light,A fancy hanging candelabra.,,None,,,,,Yes,Lighting,Lights,1.4,0.7,,Up,,,,,60,Housing Objects,Lighting,Metal,,,,
CementKiln,,,,,x,AssemblyLine,Mechanics,4,,,,"Gearbox,8;Piston,4;IronBar,24",,100,20,1.8,Medium,Furnace,Heat,A rotary kiln that produces cement and concrete products.,x,Linked,Crafting,CementKiln,X,,,Industrial,,,,,Down,,,,,600,Work Stations,Craft Tables,Metal,,x,AdvancedUpgrade,MasonryAdvancedUpgrade
CensusBureau,,,,,x,Capitol,,,,"HewnLog,30;MortaredStone,30",,,,5,5,1,Medium,None,,Demographics are created here using data about the population.,,None,Civics,,,,,,,,,,Down,,,,,1200,Work Stations,Government,Wood,,,,
CombustionGenerator,,,,,,ElectricMachinistTable,Mechanics,3,,,,"Piston,4;IronBar,12","CombustionEngine,1",15,25,,,ElectricGen,Combustion,Consumes most fuels to produce energy.,,Linked,,CombustionGen,X,,Yes,Industrial,,,,,Down,,,CombustionGenerator,,600,Crafted Objects,Power Generation,Metal,,x,,
CompositeBirchBench,"Birch,Cedar,Ceiba,Fir,Joshua,Oak,Redwood,Palm,Spruce,Saguaro",,,,,AdvancedCarpentryTable,Composites,3,CompositeLumberBench,,,"CompositeBirchLumber,6;Screws,6",,4,3,,,None,,A composite bench built to last.,,None,,,,,,Seating,Chair,2.5,0.5,,Down,1,,,,180,Housing Objects,Seating,Wood,,,,
